,label,message,clean,warning,hate_ratio,classOG
9450,2,"RT Somewhere out there, a redneck is jerking off with a hand he'll lose in a firework accident tomorrow.","RT Somewhere out there, a ""southern laborer-class whites"" is jerking off with a hand he'll lose in a firework accident tomorrow..",WARNING: Parts of this message have been censored due to hate speech.,0.0,1
9449,0,RT y'all gotta stop pumping these ugly hoes heads up ,,This message is clean of hate speech.,0.0,1
9448,0,RT Don't no woman want a man that acts like a bitch,,This message is clean of hate speech.,0.0,1
9447,0,RT I asked dis bitch to get me water 10 mins ago where Dafuq is it,,This message is clean of hate speech.,0.0,1
9446,1,RT My uncle taught me abt sex. He said 'The birds fuck the bees.' Then he told me he banged a girl so hard her freckles c,,WARNING: This message may contain some hate speech about a disrespectful and in the uk.,0.0,1
9445,0,RT If ur 20+ and still need ur parent's permission to do stuff ur a little bitch #growup,,This message is clean of hate speech.,0.0,1
9444,2,RT These water challenges are retarded as fuck.,"RT These water challenges are ""disabled person"" as fuck..",WARNING: Parts of this message have been censored due to hate speech.,0.0,1
9443,0,RT hoes? I got several? they 10's or better ,,This message is clean of hate speech.,0.0,1
9442,0,RT Have a seat drunk bitch #RKO https://t.co/6XpNyr1Jbn,,This message is clean of hate speech.,0.0,1
9441,1,"RT If I hit you wit that shottie bitch, I bet ya body flip ! ",,WARNING: This message may contain some hate speech about a person from the philippines and a human female.,0.0,1
9440,0,RT So before you wear a thong get yo pussy in check,,This message is clean of hate speech.,0.0,1
9439,2,RT Niggas don't mind sharing hoes,"RT ""black person"" don't mind sharing ""woman"".",WARNING: Parts of this message have been censored due to hate speech.,0.0,1
9438,0,RT Dumb bitch https://t.co/JdSvCGQFQn,,This message is clean of hate speech.,0.0,1
9437,0,RT This bitch came to the club with a broken neck? Bitch you serious? https://t.co/A9yNUopYvY,,This message is clean of hate speech.,0.0,1
9436,0,RT trassshhh RT Them 13's that come out this weekend so trash!,,This message is clean of hate speech.,0.0,2
9435,0,"RT Mariano Rivera now has a street outside Yankee Stadium named after him, which Giants have also had similar honors: http://t.co/",,This message is clean of hate speech.,0.0,2
9434,1,"RT ""Real men ask for nudes""
Correction. Pussy ass bitches ask for nudes. Real men are out there working for women  actually h",,WARNING: This message may contain some hate speech about a human female and pejorative word for female.,0.0,1
9433,1,"RT reasons to be a mermaid:

- no periods
- no pants
- perfect hair
- u get to lure men into their death

also, free clam",,WARNING: This message may contain some hate speech about a scientologist.,0.0,2
9432,0,RT Talkin bout the next bitch but you ain't bout shit.,,This message is clean of hate speech.,0.0,1
9431,0,RT you slay that bitch,,This message is clean of hate speech.,0.0,1
9430,0,"RT The crows warned you to stay away from the island. Will you?
THE SOUL COLLECTOR
http://t.co/VTc661dC65 #IAN1 http://t.co/1",,This message is clean of hate speech.,0.0,2
9429,0,RT When ya broke ONLY real bitches stick around,,This message is clean of hate speech.,0.0,1
9428,1,RT Oreo Frappuccino http://t.co/o3QJ8M1nFf,,WARNING: This message may contain some hate speech about a person who is black on the outside and white on the inside.,0.0,2
9427,1,"RT Chief Keef changed the rap game when he said ""bitch I'm cooler than a cooler""",,WARNING: This message may contain some hate speech about a male native american and a human female.,0.0,1
9426,1,"RT When Lil Wayne said ""Even deaf bitches say ""Hi"" to me, she tell a blind bitch and she say ""I gotta see"""" my headphones ju",,WARNING: This message may contain some hate speech about a human female.,0.0,1
9425,1,RT When Wale said.....nvm that nigga trash,,WARNING: This message may contain some hate speech about a black person and a caucasian of low class or limited income.,0.3333333333333333,1
9424,1,"RT If a bitch could be okay with fucking a man knowing he has a girl, she's a hoe! That's it.",,"WARNING: This message may contain some hate speech about a disrespectful, a woman and a human female.",0.0,1
9423,0,RT Smack a bitch no filter,,This message is clean of hate speech.,0.0,1
9422,0,"RT Yep, Steve Spurrier just sorta compared Alabama to the Yankees. ""They've (NY) got the biggest payroll, they don't win ever",,This message is clean of hate speech.,0.0,2
9421,0,"RT Tyga makes you think about fucking a bunch of bad bitches 
J.cole makes you motivated 
Drake makes you wanna think abou",,This message is clean of hate speech.,0.0,1
9420,0,"RT catch a bitch snitch, my finger itchin on the switch",,This message is clean of hate speech.,0.0,1
9419,0,RT Lil stupid ass bitch I don't fuck with YOU!!,,This message is clean of hate speech.,0.0,1
9418,2,"RT Also, just because you suck dick, doesn't mean you have to act like a faggot.","RT Also, just because you suck dick, doesn't mean you have to act like a ""homosexual"".",WARNING: Parts of this message have been censored due to hate speech.,0.0,1
9417,2,RT Only retards and dads roll Lawful Good.,"RT Only ""disabled person"" and dads roll Lawful Good..",WARNING: Parts of this message have been censored due to hate speech.,0.0,2
9416,0,RT  hoes be in everybody clothes and got the nerve to take a picture man that shit crazy !,,This message is clean of hate speech.,0.0,1
9415,0,RT stop explaining yo self sorry ass bitch DONT NOBODY CARE eww you sound spicy !,,This message is clean of hate speech.,0.0,1
9414,0,RT I peep a lot of shit and I just laugh cause these hoes some actors !,,This message is clean of hate speech.,0.0,1
9413,1,RT it's two different things you hoes should know because a lot of you hoes THINK yal know me !,,WARNING: This message may contain some hate speech about a woman.,0.0,1
9412,2,RT Niggas loose they down bitch for a bitch who down to snitch ,"RT ""black person"" loose they down ""human female"" for a ""human female"" who down to snitch.",WARNING: Parts of this message have been censored due to hate speech.,0.0,1
9411,0,RT Charlie Sheen SLAMS Rihanna For Rejecting His Fiancee: Youre A Rude Idiot With Bad Wig http://t.co/NChn9cRLCj,,This message is clean of hate speech.,0.0,2
9410,1,RT  RT Tight pants and loud colors!!! You look like a fag! ,,WARNING: This message may contain some hate speech about a homosexual.,0.6666666666666666,0
9409,0,RT You know these hoes wishy washy,,This message is clean of hate speech.,0.3333333333333333,1
9408,1,RT  RT When you and your boys discover a hoe https://t.co/fbfR8trToY,,WARNING: This message may contain some hate speech about a woman.,0.0,1
9407,1,"RT I'm tired of fat hoes calling themselves ""thick"". Bitch, yo fat ass can't even bend over and touch your toes withou ...",,WARNING: This message may contain some hate speech about a woman and a human female.,0.0,1
9406,0,RT My mind is so clear a bird just crashed into the side of my head.,,This message is clean of hate speech.,0.0,2
9405,0,RT Lmfaoooooooooo trash ass falcants RT LMFAOOOOOOOOOOO ya stink @BlakeDaBasedSon,,This message is clean of hate speech.,0.3333333333333333,1
9404,0,RT All bitches is crazy.,,This message is clean of hate speech.,0.0,1
9403,0,RT Riff Raff is trash,,This message is clean of hate speech.,0.0,2
9402,1,RT When you see bae retweet or mention some hoe http://t.co/864iI0yIoV,,WARNING: This message may contain some hate speech about a woman.,0.0,1
9401,0,"RT I was already 24 when Jeter arrived so I had plenty of #Yankees memories, but next year is going to be very odd indeed.",,This message is clean of hate speech.,0.0,2
9400,0,RT U tell us you fuckin barbarian RT Does pussy juice really help ya beard grow?,,This message is clean of hate speech.,0.0,1
9399,2,"RT Drake said it best when he said ""Niggas act more like bitches these days!""","RT Drake said it best when he said ""black person"" act more like ""human female"" these days!"".",WARNING: Parts of this message have been censored due to hate speech.,0.3333333333333333,1
9398,1,"RT Im a bitch? Youre a bitch. Your moms a bitch for having a bitch, your dads a bitch for fucking a bitch. Now whos t",,WARNING: This message may contain some hate speech about a human female.,0.0,1
9397,0,RT i hate when bitches brag bout how they bf put it down ........ Then they single .... ,,This message is clean of hate speech.,0.0,1
9396,0,"RT Kill em all at once I say.

RT The world will be a better place when bitches like her dies lonely http://",,This message is clean of hate speech.,0.3333333333333333,1
9395,0,"RT Gucci, you conceited bitch I might be
'Cause my chain so bright, Stevie Wonder might see",,This message is clean of hate speech.,0.0,1
9394,0,RT benzino bitch wasn't ready ,,This message is clean of hate speech.,0.0,1
9393,0,RT tell him that you chose (A) not to trash the environment while trying to save it like a hypocritical douc,,This message is clean of hate speech.,0.0,2
9392,0,"RT Tired of dealing with these hoes , but my dick not ",,This message is clean of hate speech.,0.0,1
9391,1,"RT Hoes use the""it just happened"" excuse as a means to cope wit them being a ho. They make it seem as if they had no control o",,WARNING: This message may contain some hate speech about a woman.,0.0,1
9390,3,"RT That's how niggas get cheated on. She lie in ur face bc she in denial about her hoe actions. But she tell her homegirls ""it",,This message has been blocked due to hate speech about a black person and a woman.,0.0,1
9389,1,RT Women think they are angels. So they be in denial about their own hoe actions. Don't fall into their facade. See past the b,,WARNING: This message may contain some hate speech about a woman.,0.0,1
9388,1,RT Bullying doesn't exist.....BITCH ASS PEOPLE EXIST! If you don't stand the fuck up for yourself  stop being a pussy!,,WARNING: This message may contain some hate speech about a human female and pejorative word for female.,0.0,1
9387,0,RT Flirting with bitches on Twitter like http://t.co/UBFtGH262O,,This message is clean of hate speech.,0.0,1
9386,0,RT One loyal girlfriend is worth more than a hundred hoes.,,This message is clean of hate speech.,0.0,1
9385,0,"RT Scientists recently discovered that bitches, do in fact, be trippin'.",,This message is clean of hate speech.,0.0,1
9384,0,RT Once bitches get the D... http://t.co/deWE9ttUz5,,This message is clean of hate speech.,0.0,1
9383,0,"RT ESJ got some ugly hoes yeah, and them Leon G. Students ain't making no better. 99.9 of em fugly. You ain't lyi",,This message is clean of hate speech.,0.0,1
9382,0,RT This bitch possessed by the thot demon. https://t.co/FHfgbsihhE,,This message is clean of hate speech.,0.0,1
9381,1,RT Alot of good girls made a twitter  became a hoe for the attention they don't receive from their fathers.,,WARNING: This message may contain some hate speech about a woman.,0.0,1
9380,1,"RT ""Mannn these hoes for everybody"" other words don't love these hoes especially at - FAMU...",,WARNING: This message may contain some hate speech about a woman.,0.0,1
9379,0,RT All these hoes want is sum Good Dick  attention -All HBCU,,This message is clean of hate speech.,0.0,1
9378,1,"RT Am I the only nigga that fucked a ""virgin"" expecting her to scream. She wasn't even moaning....bitch you not a virgin- FA",,WARNING: This message may contain some hate speech about a black person and a human female.,0.0,1
9377,1,"RT I got some bomb dick from a Alpha, a Q, 2 Kappas, a Iota, two professors all in the same month. Im not a hoe..I just say",,WARNING: This message may contain some hate speech about a woman.,0.0,1
9376,0,RT I guess my confessions trash because none of them got posted- FAMU,,This message is clean of hate speech.,0.0,2
9375,1,RT I know if my bf breaks up w/ me I'll become the biggest hoe of all time probably fuck anyone who looks my way bc id be s,,WARNING: This message may contain some hate speech about a woman.,0.0,1
9374,1,RT My body count went from 1 to 9 in one semester... I'm not a hoe just love sex -FAMU,,WARNING: This message may contain some hate speech about a woman.,0.0,1
9373,0,RT Sigmas love to eat pussy at their juice party's... - FAMU,,This message is clean of hate speech.,0.0,1
9372,0,RT So my homegirl fucked this alpha but little does she know she's just sloppy seconds... How my pussy taste- FAMU,,This message is clean of hate speech.,0.0,1
9371,2,RT Us dykes get more play than most niggas! -FAMU,"RT Us ""lesbian"" get more play than most niggas! -FAMU.",WARNING: Parts of this message have been censored due to hate speech.,0.0,1
9370,0,RT track girls have the best pussy!!! - Bethune-Cookman,,This message is clean of hate speech.,0.0,1
9369,1,RT What's that bright yellow thing the ref just showed to Martins Indi?! I can't remember seeing one of those before! #clubmetro,,WARNING: This message may contain some hate speech about a person of asian descent.,0.0,2
9368,0,RT Today is the only day you hoes get a pass for being a fool,,This message is clean of hate speech.,0.0,1
9367,0,"RT Yall say ""Why you dating lil girls"" like mature hoes just on a rampage outside.",,This message is clean of hate speech.,0.3333333333333333,1
9366,0,RT I just fucked yo bitch bruh.. I tried not to tho,,This message is clean of hate speech.,0.0,1
9365,0,RT aye g.. I fucked yo bitch again by mistake..,,This message is clean of hate speech.,0.3333333333333333,1
9364,0,RT them klutzy bitches,,This message is clean of hate speech.,0.0,1
9363,0,RT Cause bitch I'm Tae !! #KingLute,,This message is clean of hate speech.,0.0,1
9362,0,RT Mfs still in the same spot as 3yrs ago. Beefing with the same nighas. Sleeping with the same hoes. Eating from the same restau,,This message is clean of hate speech.,0.6666666666666666,0
9361,1,"RT On my mama yous a hoe! Omm yous a bitch! Omm if you get in a jam, I bet you snitch! Omm ",,WARNING: This message may contain some hate speech about a woman and a human female.,0.0,1
9360,0,RT Pull up like look at my shoes bitch ,,This message is clean of hate speech.,0.0,1
9359,1,RT Rahal's an idiot. Second time this year he's wrecked someone under yellow.,,WARNING: This message may contain some hate speech about a person of asian descent.,0.0,2
9358,1,"RT It's okay for Michael Sam to mock Manziel, but if Johnny mocked Sam by pretending to have a dick in his mouth he'd get a",,WARNING: This message may contain some hate speech about a jewish person (first used in the 1930s).,0.3333333333333333,1
9357,2,RT fucking faggots. They thirsty for eachother. They probably fuck behind redemption,"RT fucking ""homosexual"" They thirsty for eachother. They probably fuck behind redemption.",WARNING: Parts of this message have been censored due to hate speech.,0.3333333333333333,1
9356,0,RT those rich son's of bitches too gready. Smh,,This message is clean of hate speech.,0.0,1
9355,1,"RT ""rt if u remember when steve from 'blue clues' left us with that other bitch ass nigga joe "" http://t.co/VsY3ejFZHF",,WARNING: This message may contain some hate speech about a black person and a human female.,0.0,1
9354,1,"RT Every day, I thank my nigga Jesus for hot wings and my uncanny ability to tend to these bitches.",,WARNING: This message may contain some hate speech about a black person and a human female.,0.0,1
9353,2,RT Last night was cool until niggas was more worried bout us than bitches..it's like that all the time.,"RT Last night was cool until ""black person"" was more worried bout us than bitches..it's like that all the time..",WARNING: Parts of this message have been censored due to hate speech.,0.3333333333333333,1
9352,0,"RT love one of you bucket headed hoes 

noway.",,This message is clean of hate speech.,0.0,1
9351,2,RT Bruh why am i always sooooooooooooooo tired but i never sleep i'm like a new species of retard no disrespect,"RT Bruh why am i always sooooooooooooooo tired but i never sleep i'm like a new species of ""disabled person"" no disrespect.",WARNING: Parts of this message have been censored due to hate speech.,0.0,1
9350,0,RT I wonder when it got attractive to be a huge bitch,,This message is clean of hate speech.,0.0,1
9349,3,RT we all know this nigga a bitch.... niggas got nerve on twitter.,,This message has been blocked due to hate speech about a black person and a human female.,0.0,1
9348,0,RT Charlie Sheen is a fucking boss http://t.co/WdE24QtbF6,,This message is clean of hate speech.,0.0,1
9347,0,"RT majority of these females yall gassing selling pussy , prostituting , escorting , tricks all that ... don't be fooled ",,This message is clean of hate speech.,0.0,1
9346,0,"RT I often try to help someone out if I can't decide whether I want to like their insta pic like ""ehh ill throw this bitch ",,This message is clean of hate speech.,0.0,1
9345,0,RT I think I'm addicted to naked pictures and sit talking bout bitches that we almost had,,This message is clean of hate speech.,0.0,1
9344,0,RT Kamehamehaaaaaaa bitch.,,This message is clean of hate speech.,0.0,1
9343,0,RT RT Word RT Having zero hoes ,,This message is clean of hate speech.,0.0,1
9342,1,RT Ik vraag me al maanden af hoe de NL pers zich als een stel hoeren is gaan ge,,WARNING: This message may contain some hate speech about a woman and an african.,0.0,2
9341,1,RT I just found an Oreo in my pocket... Is it yours? Thanks for looking after it .xx,,WARNING: This message may contain some hate speech about a person who is black on the outside and white on the inside.,0.0,2
9340,0,RT A bird pooped on me.,,This message is clean of hate speech.,0.0,2
9339,1,RT It was all yellow. http://t.co/xB4dkWuoKi,,WARNING: This message may contain some hate speech about a person of asian descent.,0.0,2
9338,0,"RT On this #ArmisticeDay the cry ""Never Again"" is absent and mocks our pledge to #NeverForget the fallen from ancient an",,This message is clean of hate speech.,0.0,2
9337,2,RT Party of Racists just elected a black dude in the South. The party of War on Women just elected first ever woman in redneck,"RT Party of Racists just elected a black dude in the South. The party of War on Women just elected first ever woman in ""southern laborer-class whites"".",WARNING: Parts of this message have been censored due to hate speech.,0.3333333333333333,1
9336,0,RT when I'm pissed I either go merit scholar and use big words or I go ghetto fabulous and talk like I'm trashy. either way I,,This message is clean of hate speech.,0.0,1
9335,1,RT Cause lord know if another bitch call yo nigga handsome and he entertain it ALL HELL gonna break loose...,,WARNING: This message may contain some hate speech about a black person and a human female.,0.0,1
9334,0,RT Someone at the building next door is taunting me by having a grill going at 8:30. I think I'd cut a bitch for a sausage,,This message is clean of hate speech.,0.0,1
9333,0,RT It amazes me how simple it is for girls to be insane bitches when it'd be just as easy for them to be normal  sane. Ge,,This message is clean of hate speech.,0.0,1
9332,0,RT I know how in the moment people can be. Especially guys. So excuse me for not trusting you being fucked up around hoes.,,This message is clean of hate speech.,0.0,1
9331,2,"RT i don't like girls that've been around , niggas really be cuffin' community pussy.","RT i don't like girls that've been around , ""black person"" really be cuffin' community ""pejorative word for female"".",WARNING: Parts of this message have been censored due to hate speech.,0.3333333333333333,1
9330,0,"RT it goes to her ego 

And her head bc it sholl is big bye bitches",,This message is clean of hate speech.,0.0,1
9329,0,RT Fuck Islam you pigfucking trash troll. @ctbauza,,This message is clean of hate speech.,1.0,0
9328,1,"RT My boyfriend isn't allowed to give a girl his jacket. That hoe knows damn well what channel the weather is on, she cou",,WARNING: This message may contain some hate speech about a disrespectful and a woman.,0.0,1
9327,2,"RT Facebook needs these 3 buttons: ""Dislike"", ""Who cares"", ""Are you retarded?""","RT Facebook needs these 3 buttons: ""Dislike"", ""Who cares"", ""Are you retarded?"".",WARNING: Parts of this message have been censored due to hate speech.,0.3333333333333333,1
9326,0,"RT If my jokes offend you:

1) I'm sorry
2) It won't happen again
3) 1  2 are lies
4) You're a pussy
5) Your Mom hates you",,This message is clean of hate speech.,0.0,1
9325,0,"RT If my tweets offend you:

1. stop being a sensitive pussy
2. Fuck your feelings",,This message is clean of hate speech.,0.3333333333333333,1
9324,1,"RT Math city bitch, math math city bitch, math city bitch, math math city bitch, 10, 10, 10 and 20 equals 50 bitch.",,WARNING: This message may contain some hate speech about a human female.,0.0,1
9323,0,RT Pop a molly? Why don't some of you hoes start popping birth control,,This message is clean of hate speech.,0.16666666666666666,1
9322,0,"RT Saying ""bitch"" after proving your point.",,This message is clean of hate speech.,0.0,1
9321,0,"RT The nicer you are, the easier you're hurt. So just be a bitch",,This message is clean of hate speech.,0.0,1
9320,0,"RT ugly people : taken  

nerds : taken  

hoes : taken  

everybody : taken  

me : ",,This message is clean of hate speech.,0.0,1
9319,0,RT #FreshmanAdvice Rolling backpacks get all the bitches,,This message is clean of hate speech.,0.0,1
9318,0,"RT Too many good single girls, too many hoes taken.",,This message is clean of hate speech.,0.0,1
9317,0,RT I could be such a bitch right now. But I'll restrain myself.,,This message is clean of hate speech.,0.0,1
9316,1,"RT Bitches eat mad beef,drink Henny and do the shmoney dance that's why they pussy always stink",,WARNING: This message may contain some hate speech about a human female and pejorative word for female.,0.0,1
9315,0,RT The fuuuck happened to her ? RT. Ain't nothin worse than a bad bitch that lost it  http://t.co/aWJDYD8UzK,,This message is clean of hate speech.,0.0,1
9314,1,RT When I was little I remember laying horrified in bed as hand puppets held a mock trial convicting me of putting my hand up th,,WARNING: This message may contain some hate speech about a jewish person (first used in the 1930s).,0.0,2
9313,1,RT Hairy pussy bitch you the type that got herps,,WARNING: This message may contain some hate speech about a human female and pejorative word for female.,0.0,1
9312,0,RT Love a bitch that never act hollywood,,This message is clean of hate speech.,0.0,1
9311,0,"RT Yankees shouldn't even bother to show up to Boston, man. Just fold the franchise. Cancel baseball.",,This message is clean of hate speech.,0.0,2
9310,5,"RT I suck a giant dick, i suck a skinny dick  i suck a faggot dick, i suck a nigger dick  i suck the dicks that remind me",,"This message has been blocked due to hate speech about a black person, the penis of a man of african descent, a homosexual and a somali.",0.3333333333333333,1
9309,0,"RT 15 y/o me totally understood 'Twin Peaks'.

40 y/o me can't seem to follow these 'The Great Outdoors' Goldfish crackers ",,This message is clean of hate speech.,0.0,2
9308,0,RT I think most men cheat because they're addicted to that new pussy smell.,,This message is clean of hate speech.,0.0,1
9307,1,RT The nae nae got to the white ppl it's too late  Lmao they ate this hoe stonnaaaaa  #NaeNae https://t.co/pn,,WARNING: This message may contain some hate speech about a woman.,0.0,1
9306,1,RT Chief keef is trash.I'm glad someone said it,,WARNING: This message may contain some hate speech about a male native american.,0.3333333333333333,1
9305,0,RT low key miss you bitches,,This message is clean of hate speech.,0.0,1
9304,1,"RT ""Me and my grandma got to tweakin hoe https://t.co/OoD1r2WVu6""she turnt",,WARNING: This message may contain some hate speech about a woman.,0.0,1
9303,0,"RT bitch you better play w/ this 

d
 i
i
 i
i
 i
i
 i
i
 i
i
c
k",,This message is clean of hate speech.,0.0,1
9302,0,"RT ""Ugh I fuckin hate when this bitch don't answer my calls ewwwwwww ugh I hate her ass",,This message is clean of hate speech.,0.0,1
9301,0,"RT I'm on go, so bitch tread carefully.",,This message is clean of hate speech.,0.0,1
9300,0,RT I can't stand this dumb fucking bitch,,This message is clean of hate speech.,0.3333333333333333,1
9299,1,RT i am that horrible friend who reads your text then puts the phone down to do something and forgets to reply until 4 ho,,WARNING: This message may contain some hate speech about a woman.,0.0,2
9298,0,RT These old hoes is madddd that and slayed they attire!!! #BasketballWivesLA #DrayaMondays #Mala,,This message is clean of hate speech.,0.0,1
9297,0,"RT what are you twelve

yeah on a scale of one to ten 

bitch",,This message is clean of hate speech.,0.0,1
9296,0,"RT Scientists recently discovered that bitches, do in fact, be trippin'.",,This message is clean of hate speech.,0.0,1
9295,0,"RT Texting bitches at 11:12, making their wish come true.",,This message is clean of hate speech.,0.0,1
9294,0,RT how ugly bitches take selfies  http://t.co/SNt2iOmhGr,,This message is clean of hate speech.,0.0,1
9293,0,"RT ""mannn.. we had hoes like that wen I was in school.. they all had babies!"" Da",,This message is clean of hate speech.,0.0,1
9292,0,"RT Bitch fucking fuck Brandeis. Go O' Connor. Fuck O' Connor. Fuck Brandeis. Just kidding, h-town helotes flexes, bitch.  ",,This message is clean of hate speech.,0.0,1
9291,0,RT Cowboys trash again.The NFL is bike to normal,,This message is clean of hate speech.,0.0,2
9290,1,"RT My brother want to put on an asshole persona just to get females.That what happens when you let pussy control you, you",,WARNING: This message may contain some hate speech about a person from massachusetts and pejorative word for female.,0.0,1
9289,1,"RT Top ten rappers With no hoes
1.Hopsin
2.Lupe
3.Canibus
4.IMT
5.Childish G
6.Papoose
7.Hopsin again
8.Joell Ortiz
9.Krs ",,WARNING: This message may contain some hate speech about a native american child and a woman.,0.0,1
9288,1,"RT Allied soldiers mock Hitler atop his balcony at the Reich Chancellery, by Fred Ramage, 1945 http://t.co/hltkroqRys",,WARNING: This message may contain some hate speech about a jewish person (first used in the 1930s).,0.0,2
9287,1,"RT *hits blunt*

""bruh if she tells me to go text my other hoes, but she's one of my hoes, do I keep texting her ?"" http://t.",,WARNING: This message may contain some hate speech about a woman.,0.0,1
9286,1,RT RT OK I'm watching mook vs lux....neither of them was good... But mook won 3-0 ..this wasn't CLOSE to me vs hitm,,WARNING: This message may contain some hate speech about an italian-american.,0.0,2
9285,1,"RT *hits blunt*

""bruh if she tells me to go text my other hoes, but she's one of my hoes, do I keep texting her ?"" http://t.",,WARNING: This message may contain some hate speech about a woman.,0.0,1
9284,1,"RT ""I have sex with a lot of guys but I'm not a hoe""......and I can sell Crack to people and not be a drug dealer FOH HOE",,WARNING: This message may contain some hate speech about a woman.,0.0,1
9283,1,"RT If ya girl texts back slow you gotta hit her with the ""so who else you texting?"" Watch That bitch get more defensive than dwig",,WARNING: This message may contain some hate speech about a disrespectful and a human female.,0.0,1
9282,0,RT You ever call your ex while you're fucking your side bitch? Yea I'm gonna do that later,,This message is clean of hate speech.,0.3333333333333333,1
9281,2,"RT While the men will often be rambling and retarded, the women will appear trashy and tipsy, lawless and lustful http://t.co/A5","RT While the men will often be rambling and retarded, the women will appear trashy and tipsy, lawless and lustful http://t.co/A5.",WARNING: Parts of this message have been censored due to hate speech.,0.6666666666666666,0
9280,0,"RT ""#BlessJesus Amos 3:3 Can two walk together, unless they are agreed? #DifferentLevels""
",,This message is clean of hate speech.,0.0,2
9279,0,RT That's for the birds.,,This message is clean of hate speech.,0.0,2
9278,2,"RT ""Playoff hockey sucks."" Dude, have a snickers. You're retarded when you're hungry.","RT ""Playoff hockey sucks."" Dude, have a snickers. You're ""disabled person"" when you're hungry..",WARNING: Parts of this message have been censored due to hate speech.,0.0,1
9277,0,RT Don't trust these hoes http://t.co/03SoHP4P41,,This message is clean of hate speech.,0.0,1
9276,0,RT Lots of bankrolls   hoes .,,This message is clean of hate speech.,0.0,1
9275,2,RT These hoes like niggas that spend money not talk about it,"RT These ""woman"" like ""black person"" that spend money not talk about it.",WARNING: Parts of this message have been censored due to hate speech.,0.3333333333333333,1
9274,1,RT I like how I found out that you can now edit Facebook comments through a trending topic on Twitter. You think I'd hear abo ...,,WARNING: This message may contain some hate speech about australian aboriginal person.,0.0,2
9273,1,RT damn these bitches in middle school look grown af in these nudes,,WARNING: This message may contain some hate speech about an african and a human female.,0.0,1
9272,2,"RT Isn't it funny that the people who call me fat, ugly, a whore, stupid, a cunt, a bitch, etc are the same ones whining abo","RT Isn't it funny that the people who call me fat, ugly, a whore, stupid, a cunt, a bitch, etc are the same ones whining ""prostitute or promiscuous individual"".",WARNING: Parts of this message have been censored due to hate speech.,0.0,1
9271,0,"RT I want a real relationship  no games, no lies, no side hoes, just me and you ",,This message is clean of hate speech.,0.0,1
9270,0,"RT RT Lawd Jesus, this can't be real http://t.co/zcjlHvSHOZshit to ghetto to be real lol",,This message is clean of hate speech.,0.0,1
9269,0,RT #InBaltimore if you attractive everyby will believe you have the niggas/bitches regardless of if you really do or do not,,This message is clean of hate speech.,0.0,1
9268,0,RT Jihadi Work Accidents: 13 Taliban Fighters Killed When Their IEDs Detonated Prematurely http://t.co/JUphsx1zps #Celebrate,,This message is clean of hate speech.,0.0,2
9267,0,"RT  im not ready to see y'all hoes tweet ""new year, new me"" ",,This message is clean of hate speech.,0.0,1
9266,2,"RT lmfaoo NEVER I be Dolo , I dont got no niggas,  for my old hoes FUCK ALL THEM ","RT lmfaoo NEVER I be Dolo , I dont got no niggas, for my old ""black person"" FUCK ALL THEM.",WARNING: Parts of this message have been censored due to hate speech.,0.6666666666666666,0
9265,0,RT +1 RT Me. RT @ the fat bitch who's fat but think she thick and a big fine,,This message is clean of hate speech.,0.0,1
9264,0,"RT ""Side hoes get no love"" - Thotology 6:13",,This message is clean of hate speech.,0.0,1
9263,0,"RT ""Thou shall have no type: bad bitches is thee only thing thou shall like"" - HerAssFat 6:15",,This message is clean of hate speech.,0.0,1
9262,0,"RT And on the 7th day God said ""these hoes are for everybody""",,This message is clean of hate speech.,0.0,1
9261,1,"RT Last name, Sinner
First name, Imma
Like ur pancakes in tha mornin, 
He got u covered like Aunt Jemima",,WARNING: This message may contain some hate speech about a black woman who 'kisses up' to white people and an asian person.,0.0,2
9260,2,RT Why ya niggas be gassin these wack ass bitches ? ,"RT Why ya ""black person"" be gassin these wack ass ""human female"" ?.",WARNING: Parts of this message have been censored due to hate speech.,0.6666666666666666,0
9259,0,RT 10 brownie points for you,,This message is clean of hate speech.,0.0,2
9258,1,RT Main reason why i aint got no girl cause i aint never found not 1 bitch who tryna get money wit me all y'all hoes like,,"WARNING: This message may contain some hate speech about a disrespectful, a woman and a human female.",0.0,1
9257,0,RT Des bitches swear dey faithful,,This message is clean of hate speech.,0.0,1
9256,1,RT A girl KNOWS when a bitch likes her boyfriend ,,WARNING: This message may contain some hate speech about a disrespectful and a human female.,0.0,1
9255,0,"RT Fuck twerking, bitch can you cook?",,This message is clean of hate speech.,0.0,1
9254,0,RT I call my penis The Titanic because so many bitches went down on it.,,This message is clean of hate speech.,0.0,1
9253,1,RT Your opinion is irrelevant because you are a cunt.,,WARNING: This message may contain some hate speech about comparing someone (usually male) to female genitalia.,0.3333333333333333,1
9252,1,"RT a girl tweeted ""you might be ghetto if u bring food from outside into the movies""

no u might be stupid if u pay 4.99 for a",,WARNING: This message may contain some hate speech about a disrespectful and used to describe urban blacks.,0.0,2
9251,0,RT Brandon is so annoyingand a lil bitch,,This message is clean of hate speech.,0.0,1
9250,0,RT  ghetto ass mofos,,This message is clean of hate speech.,0.0,2
9249,1,RT Is it a crime if a nigga just wanna eat pussy?,,WARNING: This message may contain some hate speech about a black person and pejorative word for female.,0.3333333333333333,1
9248,1,"RT If you don't like my tweets with my belief in Jesus Christ, please respect it, but don't mock it or make negative remarks",,WARNING: This message may contain some hate speech about a jewish person (first used in the 1930s).,0.0,2
