,count,hate_speech,offensive_language,neither,class,tweet
12625,3,2,1,0,0,"Lol, so since I'm from the south I automatically sound like a fucking redneck. Hahahaha how about fuck you, stupid ass."
12687,3,2,1,0,0,"Lynch mob thugs threaten Zimmerman jury; N*ggas coming for that bitch assjury  The hatred won't stop flowing,,#War"
12715,3,2,1,0,0,Man Ducked me like a true hick. Would have split that white trash faggot lid
12721,3,2,1,0,0,Man I swear today's like nation hit tony while he's driving day.... This chink almost smashed into me...
12791,3,2,1,0,0,Mayweather is a pussy hes only winning cus he picks his fight and he picks the nobody fighters . #fightPacquiao @FloydMayweather
12794,3,2,1,0,0,Mcdonalds pipe self defence beating:  This is one nigger who's hand I would shake. That's how you deal with sheboons.
12844,3,2,1,0,0,"Michael Sam being cut further proves that we fags don't belong in football or #NFL, it is a heterosexual sport for heterosexuals."
12857,3,2,1,0,0,Minus all the retarded poor bots.
12905,3,2,0,1,0,Most niccas broke but always n the limelight
12931,3,2,1,0,0,Must have been a light skin hoe Lmfao wtf she mean af HE WASNT READY BRUH RIP!! 
12948,9,5,4,0,0,My advice of the day: If your a tranny.....go fuck your self! 
12961,3,2,1,0,0,My best friend loves Justin beiber what a fag  @Cryystalina
13022,3,2,1,0,0,My doctor tonight is such a miserable cunt. Even my nurse is pissed off. She's been here since 7PM and hasn't come to see me once.
13034,6,4,2,0,0,My eyes feel so chink eyed
13069,3,2,1,0,0,My managers a stupid cunt yes I said it
13102,3,2,1,0,0,My nig jus said ain't nuttin worse den a fat loud hoe.tru fuckin story
13205,3,2,1,0,0,Naw RT Am I the only one mad that ESPN gonna be talking about faggot ass Penn State all week?
13212,3,2,1,0,0,Need a bitch to drop it down for a niggah
13259,3,2,1,0,0,Next time u gone call a darky a nicca..call dat coon a jungle bunny#Boondocks P.S. I... 
13290,3,2,1,0,0,Nigga just had them crackers on a chase.
13302,3,2,1,0,0,Niggah niggah niggah don't believe me just wacthh...
13307,3,2,1,0,0,Niggas actin like hoes most of em bitches
13312,3,2,1,0,0,"Niggas are so fucking gay... And they try to cancel it out by saying ""nah were bros it's cool"" nahhhhhaahahahaha you a faggot bruh"
13318,3,2,1,0,0,Niggas be in they feelings when they find out their hoe fuckin another nigga #StopSavinTheseHoes
13327,3,2,1,0,0,Niggas deserve better bitches
13345,3,2,1,0,0,Niggas sleepin with bitches grandmas??? Lmfao maury fake af
13354,3,2,1,0,0,Niggas wear wigs more than bitches these days.
13361,3,2,1,0,0,Niggas/bitches cheat cause mf's always think they gettin played
13381,4,3,1,0,0,"No half-breed spic has any right to say anything to any Anglo ever, and should be killed for doing so."
13393,3,2,0,1,0,No one goes into psychiatry to help people. Those people are all immoral. Everyone who works in that field is pure trash.
13396,3,2,1,0,0,"No police department that hires gypsies, half-breeds, and nigglets should be trusted."
13403,3,2,1,0,0,"No these are only whites pies.
Well do you have any negro pies?"
13412,3,2,1,0,0,"No. Its wrong to try to change #faggots There is no ""therapy"" so #tcot should understand and sympathize like they are #retards"
13423,3,2,1,0,0,None of us went to these PRESTIGIOUS establishments so we're clearly not as superior as these fucking retards...
13432,3,2,1,0,0,"Not All Straight Men - I am frustrated. Unlike on OKCupid, queer folks dont have the ability to block... "
13459,3,2,0,1,0,"Not trying to follow any spooks, no offense ..."
13507,3,2,1,0,0,OMG ugly faggot. Your a bad mother. You should kill yourself like Robin Williams
13518,3,2,0,1,0,"Obamas faves: Muslims, black ghetto trash  via @worldnetdaily"
13523,3,2,1,0,0,Of course my #faith for #baseball is off this year. BECAUSE OF #BARRYBONDS you goddamn retards!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! #morons
13571,3,2,1,0,0,Ok. Did this bitch just say wut I think she.said? I believe u just described urself dumbass
13610,3,2,1,0,0,Omg!!! You won't say it to my face! Stupid ass hoes talkin shit!!! Imma whoop her ass!!! *over dramatic teenage girls*
13615,3,2,1,0,0,On UPenn campus all the black chicks here are trash but they're gonna be paid
13668,3,2,1,0,0,Only faggots use white ds's
13669,4,3,1,0,0,"Only fags say ""swag"" shits mad retarded."
13694,3,2,0,1,0,Only white trash watch football.
13697,3,2,1,0,0,"Only word I can understand on #BlackJesus is ""nigger""... Heavily disappointed in this show. AaronMacgruder stuff blows, IMO."
13717,3,2,1,0,0,Or the teach might get u got RT I really hate a disrespectful ass bitch in class. The professor is talking you STFU bitch.
13721,3,2,1,0,0,Oregon losing IN OREGON ahhhahahaha faggots
13754,3,2,1,0,0,"Pantera - 5 Minutes Alone  5 minutes, pussy boy..I'll crush you."
13775,3,2,1,0,0,"Peace fags, just remember I'm best Lux support NA. Drop LustBoy pick me and Kakao up TSM."
13781,3,2,1,0,0,People are fucking retarded lol
13789,3,2,1,0,0,People get more and more retarded everyday
13799,3,2,0,1,0,"People who go to church in Hollywood, CA are all white trash filth."
13800,3,2,0,1,0,People who grow their own vegetables are nothing but common peasant trash.
13801,3,2,1,0,0,People who live in #theNetherlands are unwashed trash.
13804,3,2,0,1,0,People who play #roleplayinggames are human filth and don't deserve the same respect you'd give a mosquito. They're soulless gutter trash.
13816,3,2,1,0,0,Phillip Rivers look like he almost wants to call dude a nigger for that bad play
13878,3,2,1,0,0,"Pop a nigguh, sound like crisco"
13887,3,2,1,0,0,Porch monkey 4 Life
13933,3,2,1,0,0,Punk ass broke faggots.
13973,3,2,1,0,0,RINO trash like see conservatives as the Democrat Party see blacks. As their slave property. #tcot
13977,3,2,1,0,0,"RT ""Wow do we have another faggot? TIMAtheRACER wow do we have another Cam hater? lol"" dat dude is nice"
13978,3,2,1,0,0,"RT "" alla my niggas hot boys , so don't bring no ice in this bitch "
14041,3,2,1,0,0,RT Your Swags off fag sauce
14053,3,2,1,0,0,RT At least i say im crazy...some nigga gotta find out a bitch wild when she shooting at they ass 
14088,6,4,2,0,0,"RT I hate when a nigga ask me ""Where the hoes?"" .... Nigga idfk !"
14140,3,2,0,1,0,RT Gee isn't cracker a racist term? So tired of these race baiters.
14197,3,2,1,0,0,RT I hate trailer trash 
14211,3,2,1,0,0,RT Brandon Phelps a hoe ass nigga And wen I see him I'ma smack him like da lil bitch he is #300
14216,3,2,1,0,0,RT These young cats being drafted in the NBA today are walking lotto tickets! Wait till these niggas find out that pussy come
14233,3,2,1,0,0,RT Rudy Gay a faggot for not changing his last name once he got money.
14250,3,2,1,0,0,RT Ray J is the perfect example of what happens when you give a lame nigga some pussy.
14257,3,2,0,1,0,RT Water is wet. RT Nike DC is trash.
14288,3,2,1,0,0,RT Look at ya boy RT Nigga a faggot RT Bruh RT Chance The Rapper 
14333,3,2,0,1,0,"RT Why do the trashiest, really ghetto girls always get the most likes and comments on insta? Boys up and down their pictures a"
14349,3,2,0,1,0,"RT Remember the ""yellow badge"" Nazis used? 
Israel is making Muslim women carry a yellow badge order to pray in Al-Aqsa.
h"
14363,3,2,1,0,0,"RT Anybody who trashes their own neighborhood after a perceived injustice is a fucking moron. 

#Ferguson"
14416,3,2,1,0,0,RT not about to shoot this pussy! Ima beat his face into the asphalt t ...
14526,3,2,1,0,0,RT chava needs to stay in his lane and keep sending gyro to hell you dont want it with the big boys you dirt infest ass beaner
14527,3,2,1,0,0,RT if i dont get drafted for the squad we gonna have some problems drop the faggot jesus
14528,3,2,0,1,0,RT kill this beaner
14560,3,2,1,0,0,RT who else hated this bitch nigga ?? 
14565,3,2,1,0,0,"RT Man... I was trying to eat  """"Nigga you said it was bitches out here, I showed up for nothin!"" "
14590,3,2,1,0,0,RT I feel like Tim Ross is a nigger
14600,3,2,0,1,0,RT ching chong
14668,3,2,1,0,0,RT it means you're a faggot lol
14674,3,2,1,0,0,RT Dat bitch Katy Perry Can Suck Skin Off Of my Dick
14685,3,2,1,0,0,"RT well he is at Genos. So he is the ultimate faggot
got to show this queer how to eat "
14700,3,2,1,0,0,RT sometimes I wanna upper cut this bitch but I don't know if she's special ed or not
14708,3,2,1,0,0,RT Lmaoo RT That's a legal tackle faggot RT Seriously? 
14727,3,2,1,0,0,"RT Horrible rapper #1 Tyga - Most trash rapper ever ""She want a yellow nigga, corn on the cob"" I smacked my mom when I heard him"
14768,3,2,1,0,0,"RT It's 2014  you niggas still runnin round sayin ""Yall don't eat pussy"". Y'all must be suckin dick."
14778,3,2,1,0,0,RT this girl comes into class with fried chicken and pulls hot sauce out of her purse i mean come on how ghetto  Stereotypi
14806,3,2,1,0,0,RT Is that Kawhi Leonard? Smh RT Wow u really gonna leak ou.. Nvm RT Ion need I fuc nig http:
14837,3,2,1,0,0,"RT !!! is dis wrong??? ""If you fuck wit a lame nigga you a lame bitch"""
14844,3,2,1,0,0,RT Stfu faggot a clip is 4+ holy fucking tittyy shit
14879,3,2,1,0,0,RT you're not safe pussy boy looooool 
14899,9,4,3,2,0,"RT Shawty said you not gone understand america unless you went to a PWI school, crackers already brainwashed her smh lol"
14971,3,2,1,0,0,"RT ...wow? RT Whatever! Fuck all those assholes. They're niggers, they all look alike to me."
14972,6,5,1,0,0,RT Tell me how you really feel. RT those little #ISIS faggots usually have bags over their heads anyway.
14984,6,3,1,2,0,RT I don't support that ya idiot. And if I'm a teabagger you're being teabagged. #OpenWide @1SleepingGiant
15008,3,2,1,0,0,RT Niggas always wanna talk about how God is against gays.. What about that pussy you was eating last night? Ain't God ag
15054,3,2,0,1,0,RT Horrible RT Invader Zim was trash
15086,3,2,1,0,0,RT what the fuck is this disgusting nigger from the movie captain phillips doing on the red carpet for the oscars what the fuc
15092,6,4,2,0,0,RT I don't fuck with these hoes  I don't fuck with niggas that's fuckin these hoes
15119,3,2,1,0,0,RT  my nig
15136,3,2,1,0,0,"RT  RT Gave her that ""move it lil nigger"" push smh.. "
15139,3,2,1,0,0,RT This nigguh Chris Paul
15174,3,2,1,0,0,RT Don't watch me you beta watch your bitch nigga!
15196,3,2,1,0,0,"RT true i need to sleep to make them Gainz bruh!! So all the hoes stay Mirin ;p 
Alright, later"
15271,3,2,0,1,0,RT well how else will white ppl get us to forget our horrific past other than to paint a pretty picture of ho
15288,3,2,1,0,0,RT White trash warfare pt 3  
15307,3,2,1,0,0,RT I'm a Get Money nigga So da hoes Love me
15371,3,2,1,0,0,RT  RT Tight pants and loud colors!!! You look like a fag! 
15419,3,2,1,0,0,RT Mfs still in the same spot as 3yrs ago. Beefing with the same nighas. Sleeping with the same hoes. Eating from the same restau
15500,3,2,1,0,0,"RT While the men will often be rambling and retarded, the women will appear trashy and tipsy, lawless and lustful "
15515,3,2,1,0,0,"RT lmfaoo NEVER I be Dolo , I dont got no niggas,  for my old hoes FUCK ALL THEM "
15521,3,2,1,0,0,RT Why ya niggas be gassin these wack ass bitches ? 
15549,3,2,1,0,0,RT African colored car I push niggerous whips
15555,3,2,1,0,0,"RT Nigga screamed like a Lil bitch lol 

"
15641,3,2,1,0,0,RT That nigger made the shit out of my coffee.
15644,3,2,1,0,0,RT Pillow talking too yo hoe hating on a nigga fuck around loose ya hoe like that 
15653,3,2,1,0,0,RT This nigga is a fuckin faggot 
15657,9,7,2,0,0,RT but you're still a faggot
15680,3,2,1,0,0,"RT When niggas ask me ""Where the hoes at?"" "
15687,3,2,1,0,0,"RT ""Did u call me a bitch?""
""I said you were ACTING like one""
""So you just called me one nigga""
""Shut up bitch"""
15700,3,2,1,0,0,RT My old man has a white galaxy phone cuz he's a fag.
15705,3,2,1,0,0,RT The fox says you're a cunt.
15706,3,2,1,0,0,RT You other niggas a call up a bitch to fight a bitch naw not me I'm whomp that trick so she can feel where I'm coming from
15710,3,2,1,0,0,RT You're a faggotyou're a Texas fan...
15727,3,2,1,0,0,RT Well maybe you're a whore you stupid ugly homeless bitch
15737,3,2,1,0,0,"RT Do you ever just see someone's account and think ""wow what a faggot"" but at the same time you can't unfollow bc u can't m"
15808,9,6,0,3,0,"RT We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women  children http:"
15841,3,2,1,0,0,RT Jameis Winston is a nigger
15879,3,2,1,0,0,RT Any bitch who need a crowd to fight is clearly easily influenced  weak minded  most likely will commit suicide 
16007,3,2,1,0,0,RT Nigga wanna bitch about a party y'all know my address knock at my door
16008,3,2,1,0,0,RT if u dont want your heart broken then dont check for a nigga who entertains hoes
16017,3,2,1,0,0,"RT Miley Cyrus pussy probably taste like wet dog, she has a negative ass, and the bitch looks like Justin Bieber, she so ove"
16058,3,2,1,0,0,RT Exactly. .same shit I said So nobody think Mimi was outta line for inviting Stevie J to the gay nicca v
16068,3,2,0,1,0,RT I color my entire arm black with a sharpie and fist my wife's asshole just so she knows what a nigger dick feels like.
16071,3,2,1,0,0,RT On Nigger Day we honor nigger traditions by not working.
16088,3,2,1,0,0,"RT We all know that one person that could say anything and you just look at them thinking ""you're retarded, stfu"" #stupidBitches"
16130,3,2,1,0,0,RT furrybah *in my PayPay voice* RT The hoes are for EVERYBODY my nigga!
16177,3,2,0,1,0,RT Bdubs is packed with beaners 
16322,3,2,1,0,0,RT I'd rather be from a rancho then live in ghetto ass urban areas with niggers and nigger impersonators. Adopting ni
16323,3,2,1,0,0,RT start crying and stalking him faggot. I want to laff
16324,3,2,1,0,0,"RT not gonna happen the coward nigger gets lit up. He knows it. ""PAC has to sign to TMT"" but why di"
16328,3,2,1,0,0,"RT If you dont see the connection between legitimizing the queer lifestyle, and an increase in STD's and sexual deviancy- yo ..."
16342,3,2,1,0,0,"RT ""---- tragedy smh RT Niggas don't know you but will throw dirt on your name for the pussy you h"
16417,3,2,1,0,0,RT Some of y'all hoes so worried about y'all eyebrows y'all forgot y'all had a mustache  LMAO
16438,3,2,1,0,0,RT Happy birthday freshman faggots @Chase123456718
16447,3,2,1,0,0,"RT If you snipe, you're a fucking faggot. I fucking hope all of you snipers get fucking raped and suffer from cancer."
16488,3,2,1,0,0,"RT Dont be a faggot, cover your mouth when you fkn cough or sneeze, I got a immune system to keep strong asshole"
16498,3,2,1,0,0,RT Look at u now u pregnant stupid bitch lol
16521,3,2,1,0,0,RT Vin Scully once called me a camel jockey. #liesaboutvinscully
16541,3,2,1,0,0,"RT Ill break a Bitch down, like the pussy she is."
16568,3,2,1,0,0,RT You hoes need to stop dressing y'all kids as Migos and Rappers that y'all fucked. Lil nigga just wanted to be a power ran
16590,3,2,1,0,0,"RT Here's how your ""suggestion"" plays out 

Racist: ha, those niggers stopped callin each other nigga 

The end"
16592,3,2,1,0,0,RT Wow the stupid nigger in LeBron really came out there
16605,3,2,1,0,0,RT niggas talk more than bitches these days.
16617,3,2,1,0,0,RT I stopped caring about mcm when I noticed dykes where getting chose before me
16622,3,2,1,0,0,RT RT For every bad bitch there is a nigga who treats them like shit  yet they stay..... I wanna ...
16678,3,2,1,0,0,RT If you claim Macklemore is your favorite rapper I'm also assuming you watch the WNBA on your free time faggot
16685,3,2,1,0,0,RT You can be a good girl all you want and those hoes still gonna get us niggas attention from time to time
16689,3,2,1,0,0,RT Happy birthday faggot!  @wagggggie
16855,3,2,1,0,0,RT I really hate attention seeking hoes. Hope they all die
16856,3,2,1,0,0,RT You a hoe if you give your number to another nigga while you got a man
16909,3,2,1,0,0,RT Get these trash ass niggas outta my stadium!!! 
16922,3,2,1,0,0,RT I go to take the trash out and a darkskin nigga stole my damn garbage
16987,3,2,1,0,0,RT I hate taking a shit at public places bc i feel like a faggot when im placing the toilet paper on the toilet seat
17021,3,2,1,0,0,RT U hoes going to church this morning like y'all wasn't busting it wide open for niggas about 4 hours ago
17102,3,2,1,0,0,RT If some little fucking faggot spits in my food I swear to god id tear your fucking arms off 
17103,3,2,1,0,0,RT aight game over. dykes had to ruin it 
17133,3,2,1,0,0,RT Ur fucking white trash
17151,3,2,1,0,0,RT Fucking James tried to tell me Jawga Boys sucked. I went ape shit dude @jawgaboyz
17173,3,2,1,0,0,RT all deze hoes got past demons in em... YOLO nigga lol + Hahahahaha
17175,6,4,2,0,0,"RT 3 MOST COMMON WHITE PEOPLE ACTIVITIES:

1. Wearing Tapout

2. Shooting up schools

3. Calling you a nigger on Xbox"
17185,3,2,0,1,0,RT Proof that thots are retarded. 
17186,3,2,1,0,0,"RT It's because you can't bend me, you can't buy me and you can't make me into your nigger! #Farrakhan #TheTime"
17189,3,2,0,1,0,RT I don't care tho cracker
17225,3,2,1,0,0,RT This nigger tattoo show is horrible
17334,3,2,1,0,0,"RT Stop flattering yourself, bitch. The only fan you have is on your ceiling."
17354,3,2,1,0,0,RT happy birthday my little cotton picker
17357,3,2,1,0,0,"RT i can do somethin good but im always gon be a ""wetback"" coo.. "
17444,3,2,1,0,0,"RT ur a faggot if you change your name to your bday just so you can get bday tweets. this aint FB nigga, fuck yo birthday"
17487,6,5,1,0,0,RT Fucking chinks in Clash of Clans always fuck me up. Bitch ass kamikaze faggots.
17508,3,2,1,0,0,RT Niggaz like all them naked bitches on IG pics NIGGAZ DONT LOVE EM
17557,3,2,1,0,0,RT A real nigga gone teach his bitch the game not run it on her 
17581,3,2,1,0,0,RT RT or you're a fag. 
17605,3,2,1,0,0,"RT #NeverAskABlackPerson if her hair is hers . she will hit you with a ""bitch i bought it , so it's mine"" ."
17626,3,2,0,1,0,RT Automatically suspicious of white folk who try too hard to show they like us darkies.
17642,3,2,1,0,0,RT Look at this faggot 
17694,3,2,0,1,0,"RT IDC what phone u got, lol silly nigger"
17786,3,2,1,0,0,"RT i woke up with a sore throat, im cold, niggers will be niggers. so terrible"
17807,3,2,1,0,0,"RT Some black guy at my school asked if there were colored printers in the library.

""It's 2014 man you can use any printer you"
17819,3,2,1,0,0,RT The reason you called Jesus a monkey is because you knew he was not your color #Farrakhan#TheTime
17858,3,2,1,0,0,RT Only pussy niggas wouldn't fuck with a chick if she has stretch marks..
17907,3,2,1,0,0,"RT ""I hate that hoe already""    this shit cracks me up!"
17916,3,2,1,0,0,RT Being a nigger isn't a color it's a state of mind
17942,3,2,1,0,0,RT Nah I hate white people now since he looks like a dyke RT I think he just ended racism 
17992,3,2,1,0,0,RT I hate when faggots talk shit on here then block me so I can't respond. Bitch I will write you a letter with my response an
18019,4,3,1,0,0,RT His balls ashy RT Real women do this  and real faggots let em do that.. Smh
18037,3,2,1,0,0,RT I hate a bitch dat act like a nigga. 
18061,3,2,1,0,0,RT #niggers! 
18084,3,2,1,0,0,RT lmaoooo what a bunch of fags
18086,3,2,0,1,0,RT I saw a great chimpout 2 summers ago. A middle aged Salvadoran and his 15 Yr old son got wasted by 6 beaners at the metlife 
18109,3,2,1,0,0,RT Most of these niggas go broke for these hoes
18120,3,2,1,0,0,RT If I ride up to your bitch in these then... homie consider yourself a single nigga. 
18180,3,2,1,0,0,RT I'll kill this bitch no hesitation 
18234,3,2,1,0,0,RT This faggit bitch tried to say she hoe'd for hd bearfaced bitch yusa fag
18262,3,2,1,0,0,"RT Was deleting this pic until I realized a dike in the back ground dressed like a nigga with wedges on  , bitch I'm  http:/"
18263,3,2,1,0,0,RT DEAD!! RT When ur fuckin and her pussy stank but u have really good friends........... ht
18266,3,2,1,0,0,RT i fully support same-sex marriage but i'll never stop calling my friends faggots
18359,3,2,1,0,0,"RT ""Light beer? You mean faggot piss?"" -Overly Powered Man"
18376,3,2,1,0,0,RT Smh nigga is mildly retarded RT LMFAO RT If Griff wasnt injuries wed legit be 6-1
18405,3,2,1,0,0,RT You better pray I don't send your nudes out bitch
18426,3,2,1,0,0,RT my inner nigger is coming out
18455,3,2,1,0,0,RT All these bitches  niggaz with they imaginary haters .....
18476,3,2,0,1,0,RT Lmfaooooo RT Lmaoo Thats what u got from this? RT Dougie be yamming the coon all that beat boxing 
18482,3,2,1,0,0,"RT 4) Only pussy niggas who suck dick cry about someone being in their mentions, tweet the person then cry again about the"
18524,3,2,1,0,0,RT everybody tryna fuck the next nigga bitch not knowin that his bitch is the next nigga bitch 
18535,3,2,1,0,0,RT You got niggas  I got bitches but I want you... 
18556,3,2,1,0,0,RT Only fuck niggas would wanna continue to mess with these messy ass bitches vs. somebody who HAS been down for them all a
18572,3,2,1,0,0,RT Lebron your still a bitch you suck nigger hope you die
18573,3,2,0,1,0,RT trash eating trash
18599,3,2,1,0,0,"RT most teachers abuse their position, there's teaching with discipline and there's being a cunt, most are cunts"
18624,3,2,1,0,0,RT you're a retard @ShawnaCarr99
18640,3,2,1,0,0,RT can we please stop talking about how some scumbag faggots mugshot is sexy? you dumb whores.
18675,3,2,1,0,0,"RT In the future, gay culture will be considered cool by America's teens and instead of wiggers there will be straggots."
18788,3,2,1,0,0,RT You know she's a dyke when she asks for men's golf clubs
18889,3,2,1,0,0,"RT not just cause of hoes, go to jail cause of fucking up hoes bloody n making them call you head honcho"
18890,3,2,1,0,0,RT Lmaooo Friday After Next? You like that yo son's a fag?
18937,3,2,1,0,0,"RT You assholes know that referring to a girl as ""bitch"" doesn't make your dick any bigger, right?"
19014,3,2,1,0,0,RT There might be a couple cotton pickers on the spurs but they all play unselfish white man basketball
19042,3,2,0,1,0,"RT ""what can banks do to show engagement with the queer community?"" ""HIRE TRANS WOMEN"""
19074,3,2,1,0,0,RT nigger
19228,3,2,1,0,0,RT I HATE hoe ass people.
19244,3,2,1,0,0,RT man some lame niggah when I find him I'm unfollowing TF out his ass!
19259,3,2,1,0,0,"RT ""I love cripples! Look at all these fucking cripples! Goddamit I'm a people person!"" "
19325,3,2,1,0,0,RT hoes will be hoes .
19331,3,2,1,0,0,RT fuuck jalens a slow bitch!
19350,3,2,1,0,0,"RT ""hey dicklicker! it says im happily divorced not bitter! homophobic? im not scared of queers..i hate em! fudg"
19357,3,2,1,0,0,RT Jessica I'm not afraid to slit your throat tomorrow @
19366,3,2,0,1,0,RT US ghettos-driven by liberal ideology; forged by unions  bankrupted by self-serving Dems catering to parasites!#tcot http://
19388,3,2,1,0,0,RT When kennies angry he talks like a ghetto black man and I really don't even think he notices HAHAHAHAHAHAHA I'm laughing @ 
19412,3,2,1,0,0,"RT How you real, don't put NO money on you nigga books? But chu buy a bitch Chanel just to hit the Puss!"
19426,3,2,1,0,0,RT I would rather fuck a fat chick than allow a nigger into my house.
19438,3,2,1,0,0,RT You have a new boyfriend every week.. Tf you doin hoe?
19465,3,2,1,0,0,"RT No mom. Im not ""dramatic /immature"" i just have fucking mental problems and youre a bitch and a cunt."
19474,3,2,1,0,0,"RT It's ""Comfortable"" but niccas like me say ""Com-tha-ble""...smh"
19514,3,2,1,0,0,RT More queer lady Templars. That's my point.
19526,3,2,1,0,0,RT I don't fuck with bitch niggas I only fuck niggas bitches
19563,3,2,1,0,0,RT Never go full retard 
19629,3,2,1,0,0,RT You got niggas  i got bitches
19637,3,2,0,1,0,"RT ""shes one of the ugliest women Ive ever seen. Cross between a reptile and a crow."" "
19653,3,2,1,0,0,"RT ""Is you a girl or a guy is you my mom or is you my dad ?"" Im a butch dyke"
19682,3,2,1,0,0,"RT realest tweet i seen today RT . Dyke bitches are rehab for hoes.And once im healed,back to the dick I go"
19696,3,2,1,0,0,RT straight guys take a picture of themselves naked in a hot tun.What fags @Randy
19708,3,2,1,0,0,RT If you like After Romeo chances are I think you're a faggot.
19728,3,2,1,0,0,RT Whore slut cunt bitch nigga
19776,3,2,1,0,0,"RT stfu hoe RT ""I'm proud to be African American"" 
- Proud African American

""I'm proud to be white"" 
- Racist
"
19778,3,2,0,1,0,RT Ann Coulter admits on FOX News that America has a negro problem. #crime #tcot #gettingreal
19879,3,2,1,0,0,RT Who wants to chill on campus w me  throw bibles at bitches taking the walk of shame
19896,6,3,2,1,0,RT Mine too  RT This ma niggah 
19954,3,2,1,0,0,RT Bitches be fallin so Inlove w. Niggass  then he go get a new bitch  they try go get a new nigga to try to forget about the 
19961,3,2,1,0,0,RT Too many faggots on here that think they can address me by my first name
19967,3,2,1,0,0,RT Been my main nigguh since digital camera selfies 
20067,3,2,1,0,0,RT Rt *nigga *bitch *him ' I will never date a female with another niggah name on her lol . Wtf .
20096,3,2,1,0,0,RT you the whitest person on my TL but you always so ghetto. Im sick of it
20127,3,2,1,0,0,RT ew she's so ugly who is that hoe
20224,3,2,0,1,0,"RT ""you are trash""

me: "
20260,3,2,1,0,0,"RT one, two, three, four, how many niggers are in my store?"
20265,3,2,0,1,0,RT California's biggest retards. Don't forget about HOLY who just released an amazing EP.
20273,3,2,1,0,0,RT If I was Obama Id call a press conference  slit joe bidens neck on live tv just 2 show these crackers I mean business
20296,3,2,1,0,0,"RT Black girls have never been into me. I guess cause I don't call them hoes, sell drug's or shoot niggas o well."
20361,3,2,1,0,0,RT The way this niggah just flinched at this movie was #priceless @1BookieG
20435,3,2,1,0,0,RT you're a fucking queer
20452,6,4,0,2,0,"RT!
COMMENCE CARPET BOMBING! All #Iraq soldiers in this video  executed by Jihadis from #Tunis "
20455,3,2,1,0,0,RT'in your own shit now pussy what a joke you'd end up just like all the rest no show chicken shit mother fucker
20469,3,2,1,0,0,Raunchy ass hoe.
20537,3,2,0,1,0,Roman Catholics in the US are trash. They give Catholics in Europe a bad name.
20544,3,2,1,0,0,"Roses be red
Orchids be bigger 
Donts tell yo daddy
You fuckin a nigger 
#VDdie"
20575,3,2,1,0,0,"S/O to my favorite nigger to work on the plantation just remember next time, ask for the watermelon. Dont steal it."
20587,3,2,1,0,0,"SIR. PLEASE go text your Mexican bitch, because I'm not Finna deal witcho childish ass "
20592,3,2,1,0,0,STFU BORIS FAGJO! RT Cause he a faggot!! Makes sense now right?? RT Bran prolly real nurturing lol
20609,3,2,1,0,0,"Same reason u look like anthony davis with them eyebrows""Why the fuck do niggers act so different when girls are around?:-S"""
20632,3,2,1,0,0,Scandal: A Negro Bed Wench's Fairy-tale and propaganda:  via A must see for Hebrew Daughters of Zion!
20664,3,2,1,0,0,See Its a FINE LINE Killing #faggots doesn't change the source of their creation. Which is #Stupid PEOPLE #overbreeding #PERIOD
20669,3,2,1,0,0,Seeing ugly bitches get pregnant let's me know that nigga swill fuck anything with a pussy. Alcohol is no longer the excuse. You was pressed
20675,3,2,0,1,0,Senator is an anchor baby! Go back from where you came. #natural #born #Canadian
20732,6,4,1,1,0,She got every niggah lookin like dam
20779,3,2,1,0,0,"Sheeple just like those ""racist"" ""sexist"" ""teabaggers""who just elected these two old white men. "
20828,3,2,1,0,0,Shut up faggot
20841,3,2,0,1,0,Sick of your coon antics RT Accuracy RT Henny  water 
20866,3,2,1,0,0,Sitting at the bar at work watching Walking Dead and all these fucking wetbacks decide to come in  turn on their spic music. Jesus Christ
20898,3,2,1,0,0,Smh hate that hoe
20900,3,2,1,0,0,Smh queer
20901,3,2,1,0,0,Smh u niggers  ur music knowledge
20922,3,2,1,0,0,So I decided to drive to the good walmart where the colored folks don't go bc it's food here.
20958,3,2,1,0,0,So many bitches in one sentence #fixitjesus
20960,3,2,0,1,0,So many hoes whipped you would have thought we were still in slavery
20972,3,2,1,0,0,So niggers really believe Phelps just smokin on a regular huh? Tell me now  I'll log off for the night
21007,3,2,1,0,0,Soetoro/Obama is moving the country #Forward w/ his vision. His vision is to downsize our 'oppressive' country and get even w/ whitey. #War
21031,3,2,1,0,0,Some lying ass hoes lol
21036,3,2,1,0,0,Some niggas save hoes
21042,3,2,1,0,0,Some of these hood negros don't deserve bail money the way they be visiting jail.
21055,3,2,1,0,0,"Somebody couldve been like ""aye man you dropped your money"" but nooooooo fucking broke faggots selfish bastards i hate yall"
21070,3,2,0,1,0,Someone shut this beaner up please.
21099,3,2,1,0,0,Sonnen is a faggot
21101,3,2,1,0,0,"Soon will be to ""Fuck Backtrack"" and I can't wait because fuck those faggots."
21109,3,2,1,0,0,Sorry fo da rant. It make me mad and ashamed to be colored. I wish I be white so y'all would like me
21117,3,2,1,0,0,Southwest airlines is like driving in a mini van with your white trash cousins who love to huff paint thinner before before working.
21127,3,2,1,0,0,"Spending money on these hoes , nigga you aint fuck SHIT "
21141,3,2,1,0,0,Stay home then bitch fuck u
